Code;name;PBS2020_sum;PBS en 2020 - estimation (*=oui);PBS2020_mean;PBS moyenne en 2020 - estimation (*=oui);SAU2020_mean;SAU moyenne en 2020 - estimation (*=oui);SAU moyenne : variation absolue 2020-2010;SAU moyenne : variation absolue 2020-2010 - estimation (*=oui);SAU en 2020;SAU en 2020 - estimation (*=oui);Exploitation2020
82141;Pommevic;103;;14.7;;13;;0.3;;91;;7
82142;Pompignan;800;;72.8;;36.4;;-7.1;;401;;11
82143;Poupas;213;;35.5;;31.4;;-38.9;;188;;6
82144;Puycornet;3333;;65.4;;29.2;;-2.2;;1487;;51
82145;Puygaillard-de-Quercy;1497;;57.6;;47.9;;9.5;;1247;;26
82146;Puygaillard-de-Lomagne;1212;;202;;93.6;;-39.8;;562;;6
82147;Puylagarde;1420;;71;;71;;4.1;;1419;;20
82148;Puylaroque;1965;;61.4;;35.2;;-7.6;;1126;;32
82149;Réalville;3186;;96.5;;41.9;;8.3;;1384;;33
82150;Reyniès;3334;;175.5;;21.6;;-6.1;;411;;19
82151;Roquecor;1125;;70.3;;60.8;;6.2;;973;;16
82152;Saint-Aignan;106;;35.4;;48.9;;-14.6;;147;;3
82153;Saint-Amans-du-Pech;943;;134.7;;56.5;;-1.1;;396;;7
82154;Saint-Amans-de-Pellagal;2148;;119.3;;41.7;;3.4;;750;;18
82155;Saint-Antonin-Noble-Val;3882;;86.3;;84.1;;6.2;;3785;;45
82156;Saint-Arroumex;816;;62.8;;38.5;;11.1;;500;;13
82157;Saint-Beauzeil;1073;;89.4;;70.3;;20.2;;843;;12
82158;Saint-Cirice;362;;32.9;;35.7;;11.8;;393;;11
82159;Saint-Cirq;740;;49.3;;76;;16.8;;1140;;15
82160;Saint-Clair;472;;39.4;;36.4;;10.4;;437;;12
82161;Saint-Étienne-de-Tulmont;1262;;42.1;;33.1;;4.2;;993;;30
82162;Saint-Georges;451;;37.6;;38;;3.3;;456;;12
82163;Saint-Jean-du-Bouzet;246;;61.6;;78.2;;-25.2;;313;;4
82164;Sainte-Juliette;849;;84.9;;74.4;;-2.5;;744;;10
82165;Saint-Loup;1046;;80.4;;71.4;;25.3;;928;;13
82166;Saint-Michel;1459;;104.2;;56.4;;9.7;;790;;14
82167;Saint-Nauphary;2121;;68.4;;53.8;;4.8;;1667;;31
82168;Saint-Nazaire-de-Valentane;3701;;82.3;;30.9;;7.8;;1388;;45
82169;Saint-Nicolas-de-la-Grave;7851;;151;;29.7;;3.4;;1546;;52
82170;Saint-Paul-d'Espis;5847;;108.3;;33.7;;6.6;;1821;;54
82171;Saint-Porquier;1535;;85.3;;36;;6.9;;648;;18
82172;Saint-Projet;941;;67.2;;72.5;;7.8;;1015;;14
82173;Saint-Sardos;3131;;107.9;;56.1;;8.3;;1628;;29
82174;Saint-Vincent-d'Autéjac;4612;;177.4;;63.1;;19.1;;1642;;26
82175;Saint-Vincent-Lespinasse;2906;;171;;76.8;;28;;1306;;17
82176;La Salvetat-Belmontet;854;;34.2;;34.9;;4.2;;872;;25
82177;Sauveterre;1912;;100.6;;52.6;;2.8;;1000;;19
82178;Savenès;3089;;88.3;;65.4;;-7.2;;2290;;35
82179;Septfonds;2547;;182;;87.1;;15.6;;1219;;14
82180;Sérignac;3201;;65.3;;51.3;;7.1;;2515;;49
82181;Sistels;918;;65.5;;52.7;;0.8;;737;;14
82182;Touffailles;2879;;106.6;;66.2;;6;;1788;;27
82183;Tréjouls;2561;*;111.3;*;46.9;*;6.7;*;1080;*;23
82184;Vaïssac;3412;;60.9;;42.2;;-0.6;;2361;;56
82185;Valeilles;2425;;220.4;;105.8;;5.9;;1164;;11
82186;Valence;1756;;79.8;;28.9;;9.9;;635;;22
82187;Varen;931;;66.5;;51.8;;8;;726;;14
82188;Varennes;1368;;76;;55.1;;8.8;;991;;18
82189;Vazerac;4471;;77.1;;38;;3.9;;2201;;58
82190;Verdun-sur-Garonne;8140;;189.3;;59.4;;9.4;;2553;;43
82191;Verfeil;772;;38.6;;52.8;;-11.8;;1056;;20
82192;Verlhac-Tescou;1812;;67.1;;46.3;;6.7;;1251;;27
82193;Vigueron;550;;68.7;;67.8;;25.1;;543;;8
82194;Villebrumier;1592;;122.5;;53.4;;-5.8;;695;;13
82195;Villemade;1705;;131.1;;29.7;;9.7;;386;;13
83001;Les Adrets-de-l'Estérel;30;;30.2;;0;;-0.2;;0;;1
83002;Aiguines;246;*;61.5;*;90;*;45;*;360;*;4
83003;Ampus;799;;27.6;;30.1;;15.9;;874;;29
83004;Les Arcs;7691;;97.4;;8.8;;-0.6;;699;;79
83005;Artignosc-sur-Verdon;407;;81.4;;36.5;;20.7;;182;;5
83006;Artigues;1429;;204.1;;101.8;;-0.7;;713;;7
83007;Aups;2924;*;88.6;*;29;*;23.6;*;957;*;33
83008;Bagnols-en-Forêt;165;;32.9;;24;;-13.1;;120;;5
83009;Bandol;42;;20.9;;1.4;;-1.8;;3;;2
83010;Bargème;416;;34.7;;81.5;;65.5;;978;;12
83011;Bargemon;54;;26.8;;1.1;;-60.5;*;2;;2
83012;Barjols;1346;;64.1;;21.2;;14.3;;444;;21
83013;La Bastide;0;;0.3;;17.1;;N/A;;17;;1
83014;Baudinard-sur-Verdon;470;;78.3;;42.1;;2.6;;253;;6
83015;Bauduen;721;;65.6;;62.4;;38.1;;686;;11
83016;Le Beausset;2873;;79.8;;13.6;;7.2;;489;;36
83017;Belgentier;98;;19.7;;7.4;;6.2;;37;;5
83018;Besse-sur-Issole;4250;;106.3;;13.3;;1;;530;;40
83019;Bormes-les-Mimosas;7251;;190.8;;20.1;;7;;764;;38
83020;Le Bourguet;106;;53.1;;45.6;;35.6;;91;;2
83021;Bras;2131;*;82;*;22.5;*;7.4;*;585;*;26
83022;Brenon;283;;141.7;;500.9;;453.5;;1002;;2
83023;Brignoles;6109;;115.3;;24.8;;13.4;;1315;;53
83025;Brue-Auriac;4559;;268.2;;34.4;;7.5;;584;;17
83026;Cabasse;5287;;92.8;;13.2;;3.6;;752;;57
83027;La Cadière-d'Azur;9536;;110.9;;8.2;;0.1;;706;;86
83028;Callas;1061;;70.7;;10.7;;5.5;;160;;15
83029;Callian;450;;28.1;;42.9;;33.2;;687;;16
83030;Camps-la-Source;691;;98.7;;26.9;;6.3;;188;;7
83031;Le Cannet-des-Maures;10606;;258.7;;36.1;;2.6;;1481;;41
83032;Carcès;7397;;105.7;;11.3;;1.4;;791;;70
83033;Carnoules;3597;;112.4;;7.4;;2;;237;;32
83034;Carqueiranne;5371;;131;;1.6;;-0.4;;65;;41
83035;Le Castellet;9765;;83.5;;7.8;;-1;;917;;117
83036;Cavalaire-sur-Mer;0;;N/A;;N/A;;N/A;;0;;0
83037;La Celle;2323;;258.1;;30.1;;-85.8;;271;;9
83038;Châteaudouble;238;;29.7;;38.7;;30.2;*;309;;8
83039;Châteauvert;1008;;144;;29.5;;8.9;;206;;7
83040;Châteauvieux;323;;64.5;;72.7;;60.4;*;364;;5
83041;Claviers;117;;23.3;;5.3;;3.3;;27;;5
83042;Cogolin;5287;;88.1;;7.9;;0.8;;473;;60
83043;Collobrières;4592;;80.6;;12.4;;4.3;;706;;57
83044;Comps-sur-Artuby;709;;118.2;;109.5;;63.7;;657;;6
83045;Correns;3859;;94.1;;12;;1.2;;492;;41
83046;Cotignac;6115;;95.6;;12.1;;0.4;;777;;64
83047;La Crau;13489;;107.1;;5.6;;-0.4;;706;;126
83048;La Croix-Valmer;1760;;440;;38;;11.7;*;152;;4
83049;Cuers;9527;;76.2;;7.3;;1;;908;;125
83050;Draguignan;3369;;74.9;;6.3;;2.1;;284;;45
83051;Entrecasteaux;3731;;76.1;;8.8;;1.5;;431;;49
83052;Esparron;799;;66.6;;45.2;;-64.5;;542;;12
83053;Évenos;831;;59.3;;3.4;;-13.3;;48;;14
83054;La Farlède;1680;;60;;2.7;;0.2;;75;;28
83055;Fayence;623;;47.9;;18.6;;10.9;;241;;13
83056;Figanières;1909;;73.4;;13.6;;4.2;;353;;26
83057;Flassans-sur-Issole;8982;;176.1;;17.8;;-0.2;;910;;51
83058;Flayosc;4824;;130.4;;11.5;;7.3;;426;;37
83059;Forcalqueiret;642;;128.4;;20.4;;6.8;;102;;5
83060;Fox-Amphoux;1219;;55.4;;37.7;;12.8;;828;;22
83061;Fréjus;6316;;140.4;;5.3;;1.3;;238;;45
83062;La Garde;3474;;128.7;;2.6;;0.3;;70;;27
83063;La Garde-Freinet;2440;;67.8;;13;;5.6;;468;;36
83064;Garéoult;2765;;153.6;;52.9;;28.1;;953;;18
83065;Gassin;7763;;235.2;;19.8;;3.5;;653;;33
83066;Ginasservis;834;;75.8;;89.4;;14.6;;984;;11
83067;Gonfaron;7772;;90.4;;9.8;;-0.2;;841;;86
83068;Grimaud;3691;;68.4;;11.4;;5.2;;616;;54
83069;Hyères;46852;;188.2;;5.8;;1.5;;1433;;249
83070;Le Lavandou;218;;54.4;;82.4;;69.9;;329;;4
83071;La Londe-les-Maures;18314;;244.2;;17.5;;3.4;;1316;;75
83072;Lorgues;7442;;118.1;;12.3;;-2;;772;;63
83073;Le Luc;7433;;161.6;;20.7;;1;;954;;46
83074;La Martre;486;;97.2;;7.1;;-15.6;;35;;5
83075;Les Mayons;1239;;56.3;;5.4;;-0.5;;119;;22
83076;Mazaugues;378;;37.8;;34.8;;-0.7;;348;;10
83077;Méounes-lès-Montrieux;417;;41.7;;23.4;;17.2;;234;;10
83078;Moissac-Bellevue;367;;52.4;;50;;-11;;350;;7
83079;La Môle;2439;;93.8;;10.6;;2.3;;277;;26
83080;Mons;203;;22.5;;97.3;;56;;876;;9
83081;Montauroux;177;;29.5;;52.4;;35.6;;314;;6
83082;Montferrat;258;;86.1;;182.4;;133;;547;;3
83083;Montfort-sur-Argens;4685;;130.1;;13.8;;4.3;;496;;36
83084;Montmeyan;679;;97;;173.2;;15.6;;1213;;7
83085;La Motte;7254;;213.4;;21;;10;;713;;34
83086;Le Muy;3424;;148.9;;16.6;;-1.3;;381;;23
83087;Nans-les-Pins;1573;*;74.9;*;28.8;*;-2.3;*;604;*;21
83088;Néoules;1640;;126.1;;20.3;;7.9;;264;;13
83089;Ollières;3224;;403;;49.7;;6.9;;398;;8
83090;Ollioules;3217;;82.5;;2.5;;0.1;;96;;39
83091;Pierrefeu-du-Var;29780;;263.5;;19.2;;1.6;;2166;;113
83092;Pignans;5462;;101.1;;9.2;;0.5;;497;;54
83093;Plan-d'Aups-Sainte-Baume;341;;85.2;;170.1;;20.1;;680;;4
83094;Le Plan-de-la-Tour;3700;;51.4;;4.3;;-0.2;;307;;72
83095;Pontevès;2577;;135.6;;56.2;;40;;1067;;19
83096;Pourcieux;5129;;223;;21.4;;1.2;;492;;23
83097;Pourrières;13231;;121.4;;14.3;;0.4;;1561;;109
83098;Le Pradet;1684;;70.2;;3.9;;1.5;;95;;24
83099;Puget-sur-Argens;3570;;223.1;;24.1;;4.3;;385;;16
83100;Puget-Ville;9113;;98;;8.4;;-0.8;;777;;93
83101;Ramatuelle;6351;;87;;7.5;;0.9;;546;;73
83102;Régusse;447;*;74.5;*;208;*;-28.1;*;1248;*;6
83103;Le Revest-les-Eaux;89;;44.5;;0;;-14.3;;0;;2
83104;Rians;3700;;154.2;;76.2;;9.6;;1829;;24
83105;Riboux;134;;67.2;;11.8;;6.8;;24;;2
83106;Rocbaron;928;;92.8;;88.6;;57.1;;886;;10
83107;Roquebrune-sur-Argens;6473;;115.6;;13.6;;7;;764;;56
83108;La Roquebrussanne;6289;;149.7;;19.3;;-6;;811;;42
83109;La Roque-Esclapon;972;;88.4;;201.9;;67.5;;2221;;11
83110;Rougiers;978;;61.1;;5.2;;2.8;;83;;16
83111;Sainte-Anastasie-sur-Issole;774;;129;;12.3;;3.7;;74;;6
83112;Saint-Cyr-sur-Mer;3997;;58.8;;5.2;;0.7;;356;;68
83113;Saint-Julien;1052;;45.8;;56.4;;18.9;;1297;;23
83114;Saint-Martin-de-Pallières;210;;35;;46.3;;-50.2;;278;;6
83115;Sainte-Maxime;947;;43;;9.7;;1.1;;214;;22
83116;Saint-Maximin-la-Sainte-Baume;8212;;141.6;;19;;4.5;;1102;;58
83117;Saint-Paul-en-Forêt;261;;87;;12.9;;4.7;;39;;3
83118;Saint-Raphaël;267;;44.5;;35;;31.8;;210;;6
83119;Saint-Tropez;1050;;28.4;;2.6;;0.6;;96;;37
83120;Saint-Zacharie;91;*;11.3;*;3.3;*;2;*;26;*;8
83121;Salernes;403;;36.6;;13.4;;11;;148;;11
83122;Les Salles-sur-Verdon;14;;13.7;;1.9;;0.6;;2;;1
83123;Sanary-sur-Mer;847;;40.3;;1.1;;-0.6;;24;;21
83124;Seillans;1166;;97.2;;33.3;;30.3;;400;;12
83125;Seillons-Source-d'Argens;1590;;113.6;;11.4;;-3.3;;160;;14
83126;La Seyne-sur-Mer;298;;42.6;;1.5;;1;;11;;7
83127;Signes;540;;36;;49.9;;30.5;;749;;15
83128;Sillans-la-Cascade;108;;26.9;;63.1;;45.1;;252;;4
83129;Six-Fours-les-Plages;531;;40.8;;2.1;;0.2;;27;;13
83130;Solliès-Pont;5295;;72.5;;4.6;;2;;332;;73
83131;Solliès-Toucas;615;;102.5;;38.3;;35.6;;230;;6
83132;Solliès-Ville;2272;;174.8;;16;;14;;209;;13
83133;Tanneron;18730;;334.5;;3.9;;-0.3;;217;;56
83134;Taradeau;3878;;168.6;;17.4;;0;;401;;23
83135;Tavernes;788;;31.5;;17.6;;11.8;;439;;25
83136;Le Thoronet;4643;;160.1;;15.9;;1.4;;462;;29
83137;Toulon;439;;87.8;;26.5;;23.3;;132;;5
83138;Tourrettes;952;;73.2;;80.7;;29.8;;1050;;13
83139;Tourtour;508;;72.6;;30.6;;23.1;;214;;7
83140;Tourves;4624;;92.5;;21.5;;9.7;;1077;;50
83141;Trans-en-Provence;544;;38.9;;4.4;;1.6;;61;;14
83142;Trigance;504;;42;;54.4;;-169.8;*;652;;12
83143;Le Val;3028;;121.1;;17.5;;10.5;;438;;25
83144;La Valette-du-Var;90;;45;;55.1;;54.5;;110;;2
83145;Varages;451;;26.5;;18.9;;12.1;;321;;17
83146;La Verdière;1217;;43.5;;72.8;;47.6;;2038;;28
83147;Vérignon;0;;N/A;;N/A;;N/A;;0;;0
83148;Vidauban;10003;;158.8;;15.2;;3;;956;;63
83149;Villecroze;1801;;100;;17.5;;3.4;;315;;18
83150;Vinon-sur-Verdon;1503;;93.9;;66.1;;14.9;;1058;;16
83151;Vins-sur-Caramy;0;;N/A;;N/A;;N/A;;0;;0
83152;Rayol-Canadel-sur-Mer;0;;N/A;;N/A;;N/A;;0;;0
83153;Saint-Mandrier-sur-Mer;32;;32.2;;2;;N/A;;2;;1
83154;Saint-Antonin-du-Var;2692;;128.2;;11.1;;0.4;;232;;21
84001;Althen-des-Paluds;3965;;396.5;;19.9;;0.4;;199;;10
84002;Ansouis;7417;;125.7;;15.5;;-4.3;;912;;59
84003;Apt;8282;;153.4;;17.7;;-3.1;;956;;54
84004;Aubignan;6795;;169.9;;17.5;;5.5;;700;;40
84005;Aurel;1263;;157.9;;106.3;;30.4;;851;;8
84006;Auribeau;831;;138.5;;37.4;;-6.5;;225;;6
84007;Avignon;13646;;203.7;;18;;-1.1;;1204;;67
84008;Le Barroux;2684;;134.2;;10;;-2;;200;;20
84009;La Bastide-des-Jourdans;1295;;68.1;;34.2;;9.1;;651;;19
84010;La Bastidonne;770;;96.2;;12.6;;-6.4;;101;;8
84011;Le Beaucet;102;*;25.4;*;18.7;*;16.5;*;75;*;4
84012;Beaumes-de-Venise;16705;;257;;20.9;;8;;1356;;65
84013;Beaumettes;205;;68.2;;6.7;;1.4;;20;;3
84014;Beaumont-de-Pertuis;4940;;182.9;;41.7;;0.7;;1127;;27
84015;Beaumont-du-Ventoux;5985;;352;;19.8;;8.8;;336;;17
84016;Bédarrides;5600;;136.6;;47.3;;9.3;;1938;;41
84017;Bédoin;12125;;192.5;;15;;2.8;;943;;63
84018;Blauvac;3048;;127;;9.4;;-1.1;;226;;24
84019;Bollène;9678;;248.2;;34.8;;8.1;;1358;;39
84020;Bonnieux;14923;;276.4;;22.5;;2.7;;1213;;54
84021;Brantes;149;;49.8;;43.5;;40.1;;130;;3
84022;Buisson;2808;;140.4;;21.7;;9.3;;434;;20
84023;Buoux;452;;90.4;;84.7;;64.8;;423;;5
84024;Cabrières-d'Aigues;3566;;132.1;;12.5;;-3.3;;337;;27
84025;Cabrières-d'Avignon;1372;;85.7;;9.2;;0.5;;146;;16
84026;Cadenet;4737;;128;;30.7;;19.2;;1135;;37
84027;Caderousse;4504;;195.8;;50.6;;16.5;;1165;;23
84028;Cairanne;14510;;198.8;;17.1;;-1.8;;1249;;73
84029;Camaret-sur-Aigues;12566;;224.4;;21;;5.4;;1177;;56
84030;Caromb;9080;;124.4;;8.9;;0.9;;647;;73
84031;Carpentras;18010;;200.1;;11.5;;2.5;;1034;;90
84032;Caseneuve;2492;;146.6;;56.6;;22.9;;962;;17
84033;Castellet-en-Luberon;299;;74.8;;40.3;;2.5;;161;;4
84034;Caumont-sur-Durance;7319;;261.4;;10.6;;-7.8;;297;;28
84035;Cavaillon;58521;;688.5;;25.8;;4.3;;2190;;85
84036;Châteauneuf-de-Gadagne;3071;;146.2;;11.2;;0;;235;;21
84037;Châteauneuf-du-Pape;35878;;335.3;;28.9;;0.1;;3091;;107
84038;Cheval-Blanc;8282;;276.1;;35.3;;18.7;;1058;;30
84039;Courthézon;16488;;249.8;;33.4;;7.7;;2202;;66
84040;Crestet;1927;;137.7;;10.7;;4.1;;150;;14
84041;Crillon-le-Brave;1399;;139.9;;11.1;;6.3;;111;;10
84042;Cucuron;8724;;161.5;;18.3;;1.6;;987;;54
84043;Entraigues-sur-la-Sorgue;2653;;221.1;;23.3;;-4.2;;280;;12
84044;Entrechaux;3937;;187.5;;14.2;;3.2;;298;;21
84045;Faucon;2429;;151.8;;12.9;;-1.1;;206;;16
84046;Flassan;4698;;247.2;;19.8;;4.5;;376;;19
84047;Gargas;3536;*;221;*;43.8;*;21.5;*;701;*;16
84048;Gignac;34;;34.4;;28.1;;13;;28;;1
84049;Gigondas;20621;;267.8;;24.6;;0;;1898;;77
84050;Gordes;9104;;293.7;;21.2;;9.3;;658;;31
84051;Goult;10932;;303.7;;26.6;;6.2;;959;;36
84052;Grambois;2597;;89.5;;22.5;;-1.3;;654;;29
84053;Grillon;8232;;274.4;;16.3;;3.8;;488;;30
84054;L'Isle-sur-la-Sorgue;35839;;471.6;;20.2;;3.2;;1536;;76
84055;Jonquerettes;3573;;446.6;;32.4;;4.5;;260;;8
84056;Jonquières;13581;;348.2;;53;;31.2;;2066;;39
84057;Joucas;2569;;367.1;;38.1;;7.8;;267;;7
84058;Lacoste;1050;;175;;14;;6.6;;84;;6
84059;Lafare;1485;;185.6;;15.2;;1.4;;121;;8
84060;Lagarde-d'Apt;1676;;279.3;;120.1;;-27.2;;721;;6
84061;Lagarde-Paréol;2632;;219.3;;19.8;;-5.8;;237;;12
84062;Lagnes;8089;;385.2;;22.9;;9.3;;482;;21
84063;Lamotte-du-Rhône;8546;;371.6;;43.7;;14;;1005;;23
84064;Lapalud;1703;;121.6;;66.8;;30.2;;935;;14
84065;Lauris;3169;;121.9;;19.4;;7.7;;503;;26
84066;Lioux;1146;;191;;56.5;;42;;339;;6
84067;Loriol-du-Comtat;8510;;354.6;;12.4;;0.6;;297;;24
84068;Lourmarin;2686;;141.4;;17;;7.5;;322;;19
84069;Malaucène;9712;;183.2;;11.2;;1.9;;595;;53
84070;Malemort-du-Comtat;8798;;266.6;;20.4;;6.7;;674;;33
84071;Maubec;402;;50.3;;7.9;;0.6;;63;;8
84072;Mazan;19868;;172.8;;12.6;;-0.2;;1445;;115
84073;Ménerbes;3991;;117.4;;9.5;;0.1;;323;;34
84074;Mérindol;1616;;73.4;;8.6;;2.5;;189;;22
84075;Méthamis;3491;;174.6;;15.6;;5.8;;313;;20
84076;Mirabeau;2777;;198.3;;54.2;;-3.4;;759;;14
84077;Modène;1733;;192.5;;15.9;;3.4;;143;;9
84078;Mondragon;13448;;384.2;;48.1;;6.7;;1683;;35
84079;Monieux;1307;;118.8;;188;;124.8;;2068;;11
84080;Monteux;16388;;221.5;;20.7;;9.6;;1532;;74
84081;Morières-lès-Avignon;3174;;138;;10.9;;-7.1;;250;;23
84082;Mormoiron;7555;;145.3;;11.1;;0.9;;578;;52
84083;Mornas;3372;;240.8;;32.4;;3.9;;453;;14
84084;La Motte-d'Aigues;2594;;123.5;;12.5;;-0.7;;263;;21
84085;Murs;2075;;188.6;;24.8;;-3.9;;273;;11
84086;Oppède;3484;;105.6;;11.9;;3.9;;393;;33
84087;Orange;23694;;213.5;;24.7;;6.2;;2746;;111
84088;Pernes-les-Fontaines;25179;;217.1;;13.3;;-5.3;;1540;;116
84089;Pertuis;12165;;125.4;;21.5;;2.7;;2084;;97
84090;Peypin-d'Aigues;1759;;109.9;;24.8;;2.9;;396;;16
84091;Piolenc;10794;;284.1;;37.3;;5.2;;1419;;38
84092;Le Pontet;133;;44.3;;51.3;;34.7;;154;;3
84093;Puget;1303;;162.9;;14.6;;2.9;;117;;8
84094;Puyméras;7124;;129.5;;14.1;;2.7;;774;;55
84095;Puyvert;2374;;148.4;;14.8;;-8;;236;;16
84096;Rasteau;12527;;212.3;;18.1;;0.5;;1068;;59
84097;Richerenches;6143;;227.5;;24.6;;4.6;;665;;27
84098;Roaix;5019;;179.3;;16.2;;0;;454;;28
84099;Robion;4007;;154.1;;7.8;;-1.7;;202;;26
84100;La Roque-Alric;571;*;63.4;*;5.8;*;-1.9;*;52;*;9
84101;La Roque-sur-Pernes;1806;;451.4;;30.1;;15.3;;120;;4
84102;Roussillon;7370;;199.2;;33.7;;-5;;1246;;37
84103;Rustrel;2722;;388.9;;62.3;;3;;436;;7
84104;Sablet;8279;;184;;16.3;;0.4;;734;;45
84105;Saignon;2377;;118.9;;25;;8;;501;;20
84106;Sainte-Cécile-les-Vignes;21239;;230.9;;20.5;;3.3;;1884;;92
84107;Saint-Christol;3228;;215.2;;128.3;;22.1;;1924;;15
84108;Saint-Didier;1482;;98.8;;5.6;;-3.3;;84;;15
84109;Saint-Hippolyte-le-Graveyron;2888;;288.8;;27.7;;15.7;;277;;10
84110;Saint-Léger-du-Ventoux;13;;12.9;;1.2;;-9.9;;1;;1
84111;Saint-Marcellin-lès-Vaison;1258;;157.2;;14.5;;-1.5;;116;;8
84112;Saint-Martin-de-Castillon;2779;;99.3;;27.7;;1;;777;;28
84113;Saint-Martin-de-la-Brasque;2209;;169.9;;19.5;;2.1;;253;;13
84114;Saint-Pantaléon;622;;311.1;;18.1;;-4.1;;36;;2
84115;Saint-Pierre-de-Vassols;3518;;319.8;;26.9;;13.9;;296;;11
84116;Saint-Romain-en-Viennois;2506;;104.4;;8.6;;2.2;;207;;24
84117;Saint-Roman-de-Malegarde;5802;;276.3;;27.5;;7.1;;577;;21
84118;Saint-Saturnin-lès-Apt;11412;;278.3;;24;;-0.6;;985;;41
84119;Saint-Saturnin-lès-Avignon;344;;49.2;;48.8;;4.6;;342;;7
84120;Saint-Trinit;1623;;324.7;;153.2;;-44.2;;766;;5
84121;Sannes;2627;;187.6;;24.7;;8.3;;346;;14
84122;Sarrians;28687;;219;;15.8;;3;;2072;;131
84123;Sault;9339;;203;;84.7;;24.2;;3897;;46
84124;Saumane-de-Vaucluse;1526;;218;;33;;-30.7;;231;;7
84125;Savoillan;21;;21.1;;112.3;;N/A;;112;;1
84126;Séguret;8845;;173.4;;15.1;;1.1;;772;;51
84127;Sérignan-du-Comtat;3553;;148;;16.7;;3.7;;402;;24
84128;Sivergues;0;;N/A;;N/A;;N/A;;0;;0
84129;Sorgues;4740;;263.3;;21.9;;-8.4;;394;;18
84130;Suzette;2706;;169.1;;14.2;;0.7;;227;;16
84131;Taillades;1111;;158.7;;27.4;;-40.6;;192;;7
84132;Le Thor;24791;;399.8;;22.8;;3.4;;1413;;62
84133;La Tour-d'Aigues;15109;;128;;18.9;;4;;2233;;118
84134;Travaillan;10213;;319.2;;27.7;;8.2;;888;;32
84135;Uchaux;6590;;263.6;;28.9;;5.8;;723;;25
84136;Vacqueyras;7865;;182.9;;17.2;;2.8;;740;;43
84137;Vaison-la-Romaine;13350;;146.7;;13.2;;2;;1203;;91
84138;Valréas;32851;;231.3;;22.8;;2;;3242;;142
84139;Fontaine-de-Vaucluse;264;;131.8;;62.3;;36.3;;125;;2
84140;Vaugines;1009;;56;;7.3;;-5.2;;131;;18
84141;Vedène;1423;;88.9;;15.2;;3;;243;;16
84142;Velleron;9656;;482.8;;28.1;;6.6;;561;;20
84143;Venasque;3250;;147.7;;12.3;;2.9;;270;;22
84144;Viens;2356;;124;;77.1;;37.9;;1465;;19
84145;Villars;4695;;247.1;;27.9;;-3;;530;;19
84146;Villedieu;6402;;148.9;;14.3;;2.2;;614;;43
84147;Villelaure;1929;;87.7;;26;;5.1;;573;;22
84148;Villes-sur-Auzon;5281;;195.6;;11.2;;-0.1;;302;;27
84149;Violès;11906;;270.6;;24.5;;-2.1;;1079;;44
84150;Visan;23730;;252.4;;25;;5.8;;2354;;94
84151;Vitrolles-en-Lubéron;752;;187.9;;63.1;;31.8;;253;;4
85001;L'Aiguillon-sur-Mer;1755;;219.4;;131.8;;-13.4;;1055;;8
85002;L'Aiguillon-sur-Vie;5239;;327.4;;141.8;;21.2;;2269;;16
85003;Aizenay;20813;;320.2;;86.5;;16;;5624;;65
85004;Angles;2217;;158.4;;115.4;;-9.1;;1616;;14
85005;Antigny;4758;;237.9;;76.1;;29.9;;1521;;20
85006;Apremont;4145;;159.4;;78.8;;3.1;;2049;;26
85008;Aubigny-Les Clouzeaux;5191;;173;;109.5;;32.4;;3284;;30
85009;Auchay-sur-Vendée;4394;;258.5;;96.8;;29.4;;1646;;17
85010;Avrillé;2145;;214.5;;159;;42.1;;1590;;10
85011;Barbâtre;675;;168.9;;57.9;;20;;231;;4
85012;La Barre-de-Monts;429;;53.7;;83.3;;36.3;;666;;8
85013;Bazoges-en-Paillers;3280;;468.6;;121.9;;23.8;;853;;7
85014;Bazoges-en-Pareds;7759;;277.1;;100.3;;19.3;;2810;;28
85015;Beaufou;7704;;428;;130.5;;38.4;;2350;;18
85016;Beaulieu-sous-la-Roche;3242;;170.6;;82.3;;3.7;;1564;;19
85017;Beaurepaire;8913;;342.8;;68.3;;16.9;;1776;;26
85018;Beauvoir-sur-Mer;2912;;182;;158;;14.1;;2528;;16
85019;Bellevigny;3649;;202.7;;110.9;;27.3;;1997;;18
85020;Benet;8688;;222.8;;111.6;;14.9;;4351;;39
85021;La Bernardière;3565;;396.2;;111.2;;14.2;;1001;;9
85022;Le Bernard;3465;;203.8;;157;;46.2;;2669;;17
85023;Bessay;3785;;378.5;;90.8;;15.1;;908;;10
85024;Bois-de-Céné;5686;;258.5;;96.5;;5.1;;2123;;22
85025;La Boissière-de-Montaigu;15081;;520;;74.7;;4;;2168;;29
85026;La Boissière-des-Landes;2857;;219.8;;104.8;;1.3;;1363;;13
85028;Bouillé-Courdault;1946;;324.3;;102.2;;29.4;;613;;6
85029;Bouin;2896;;144.8;;128.6;;8.6;;2571;;20
85031;Le Boupère;16270;;301.3;;72.5;;21.9;;3914;;54
85033;Bourneau;1731;;192.3;;82;;0.9;;738;;9
85034;Bournezeau;16039;;356.4;;112.5;;10.5;;5061;;45
85035;Bretignolles-sur-Mer;1388;;198.3;;79.2;;20.5;;555;;7
85036;La Bretonnière-la-Claye;1126;;225.2;;206.5;;41.2;;1032;;5
85037;Breuil-Barret;2285;;207.7;;75.8;;20.7;;834;;11
85038;Les Brouzils;13065;;483.9;;121.7;;31.6;;3285;;27
